0.0000	-0.4700
0.0028	-0.4700
0.0056	-0.4700
0.0083	-0.4700
0.0111	-0.4700
0.0139	-0.4700
0.0167	-0.4700
0.0194	-0.4700
0.0222	-0.4700
0.0250	-0.4850
0.0278	-0.4900
0.0306	-0.5100
0.0333	-0.5150
0.0361	-0.5150
0.0389	-0.5150
0.0417	-0.5050
0.0444	-0.5000
0.0472	-0.5050
0.0500	-0.4800
0.0528	-0.4750
0.0556	-0.5050
0.0583	-0.5000
0.0611	-0.5300
0.0639	-0.5100
0.0667	-0.5300
0.0694	-0.5350
0.0722	-0.5150
0.0750	-0.5250
0.0778	-0.5100
0.0806	-0.5050
0.0833	-0.4950
0.0861	-0.5000
0.0889	-0.5250
0.0917	-0.5050
0.0944	-0.5250
0.0972	-0.5400
0.1000	-0.5350
0.1028	-0.5450
0.1056	-0.5400
0.1083	-0.5400
0.1111	-0.5150
0.1139	-0.5050
0.1167	-0.5050
0.1194	-0.5100
0.1222	-0.5050
0.1250	-0.5200
0.1278	-0.5250
0.1306	-0.5250
0.1333	-0.5450
0.1361	-0.5450
0.1389	-0.5500
0.1417	-0.5300
0.1444	-0.5300
0.1472	-0.5100
0.1500	-0.5150
0.1528	-0.5000
0.1556	-0.5100
0.1583	-0.5250
0.1611	-0.5300
0.1639	-0.5300
0.1667	-0.5450
0.1694	-0.5550
0.1722	-0.5400
0.1750	-0.5200
0.1778	-0.5250
0.1806	-0.5150
0.1833	-0.5150
0.1861	-0.5100
0.1889	-0.5150
0.1917	-0.5250
0.1944	-0.5350
0.1972	-0.5500
0.2000	-0.5700
0.2028	-0.5550
0.2056	-0.5600
0.2083	-0.5550
0.2111	-0.5300
0.2139	-0.5200
0.2167	-0.5200
0.2194	-0.5200
0.2222	-0.5300
0.2250	-0.5250
0.2278	-0.5450
0.2306	-0.5350
0.2333	-0.5650
0.2361	-0.5600
0.2389	-0.5600
0.2417	-0.5500
0.2444	-0.5350
0.2472	-0.5200
0.2500	-0.5250
0.2528	-0.5250
0.2556	-0.5100
0.2583	-0.5300
0.2611	-0.5350
0.2639	-0.5550
0.2667	-0.5800
0.2694	-0.5600
0.2722	-0.5750
0.2750	-0.5700
0.2778	-0.5350
0.2806	-0.5550
0.2833	-0.5500
0.2861	-0.5200
0.2889	-0.5500
0.2917	-0.5350
0.2944	-0.5550
0.2972	-0.5550
0.3000	-0.5700
0.3028	-0.5650
0.3056	-0.5700
0.3083	-0.5450
0.3111	-0.5500
0.3139	-0.5400
0.3167	-0.5250
0.3194	-0.5100
0.3222	-0.5300
0.3250	-0.5350
0.3278	-0.5350
0.3306	-0.5500
0.3333	-0.5550
0.3361	-0.5300
0.3389	-0.5150
0.3417	-0.4950
0.3444	-0.4800
0.3472	-0.4500
0.3500	-0.4350
0.3528	-0.4150
0.3556	-0.4000
0.3583	-0.3900
0.3611	-0.3900
0.3639	-0.3650
0.3667	-0.3600
0.3694	-0.3550
0.3722	-0.3600
0.3750	-0.3600
0.3778	-0.3550
0.3806	-0.3500
0.3833	-0.3450
0.3861	-0.3450
0.3889	-0.3750
0.3917	-0.3800
0.3944	-0.4150
0.3972	-0.4300
0.4000	-0.4700
0.4028	-0.4900
0.4056	-0.4950
0.4083	-0.4900
0.4111	-0.5050
0.4139	-0.5000
0.4167	-0.4750
0.4194	-0.4850
0.4222	-0.4800
0.4250	-0.5100
0.4278	-0.5150
0.4306	-0.5450
0.4333	-0.5450
0.4361	-0.5550
0.4389	-0.5500
0.4417	-0.5400
0.4444	-0.5300
0.4472	-0.5200
0.4500	-0.5200
0.4528	-0.5100
0.4556	-0.5350
0.4583	-0.5350
0.4611	-0.5500
0.4639	-0.5650
0.4667	-0.5600
0.4694	-0.5850
0.4722	-0.5750
0.4750	-0.5450
0.4778	-0.5500
0.4806	-0.5350
0.4833	-0.5000
0.4861	-0.4250
0.4889	-0.2850
0.4917	-0.0950
0.4944	0.1200
0.4972	0.3700
0.5000	0.6250
0.5028	0.8900
0.5056	1.0850
0.5083	1.1900
0.5111	1.1750
0.5139	1.0050
0.5167	0.7200
0.5194	0.3800
0.5222	-0.0600
0.5250	-0.4250
0.5278	-0.7250
0.5306	-0.8650
0.5333	-0.8600
0.5361	-0.7850
0.5389	-0.6800
0.5417	-0.5850
0.5444	-0.5300
0.5472	-0.5150
0.5500	-0.4950
0.5528	-0.4850
0.5556	-0.4750
0.5583	-0.4900
0.5611	-0.4900
0.5639	-0.4900
0.5667	-0.4900
0.5694	-0.5050
0.5722	-0.5000
0.5750	-0.4900
0.5778	-0.4850
0.5806	-0.4750
0.5833	-0.4500
0.5861	-0.4600
0.5889	-0.4500
0.5917	-0.4650
0.5944	-0.4700
0.5972	-0.4850
0.6000	-0.4900
0.6028	-0.4950
0.6056	-0.4850
0.6083	-0.4750
0.6111	-0.4550
0.6139	-0.4350
0.6167	-0.4350
0.6194	-0.4400
0.6222	-0.4350
0.6250	-0.4450
0.6278	-0.4350
0.6306	-0.4500
0.6333	-0.4450
0.6361	-0.4450
0.6389	-0.4350
0.6417	-0.4500
0.6444	-0.4200
0.6472	-0.4100
0.6500	-0.3900
0.6528	-0.3950
0.6556	-0.3850
0.6583	-0.4000
0.6611	-0.4150
0.6639	-0.4050
0.6667	-0.4150
0.6694	-0.4000
0.6722	-0.4050
0.6750	-0.3800
0.6778	-0.3650
0.6806	-0.3500
0.6833	-0.3350
0.6861	-0.3350
0.6889	-0.3150
0.6917	-0.3050
0.6944	-0.3250
0.6972	-0.3250
0.7000	-0.3250
0.7028	-0.3000
0.7056	-0.2900
0.7083	-0.2650
0.7111	-0.2400
0.7139	-0.2150
0.7167	-0.1750
0.7194	-0.1800
0.7222	-0.1600
0.7250	-0.1400
0.7278	-0.1400
0.7306	-0.1350
0.7333	-0.1350
0.7361	-0.1200
0.7389	-0.0850
0.7417	-0.0650
0.7444	-0.0350
0.7472	-0.0100
0.7500	0.0200
0.7528	0.0550
0.7556	0.0500
0.7583	0.0700
0.7611	0.0650
0.7639	0.0900
0.7667	0.0700
0.7694	0.0800
0.7722	0.1000
0.7750	0.1250
0.7778	0.1450
0.7806	0.1650
0.7833	0.1850
0.7861	0.1850
0.7889	0.1950
0.7917	0.1850
0.7944	0.1900
0.7972	0.1750
0.8000	0.1700
0.8028	0.1650
0.8056	0.1350
0.8083	0.1250
0.8111	0.1400
0.8139	0.1250
0.8167	0.1150
0.8194	0.0750
0.8222	0.0300
0.8250	0.0000
0.8278	-0.0350
0.8306	-0.0850
0.8333	-0.1250
0.8361	-0.1700
0.8389	-0.2000
0.8417	-0.2250
0.8444	-0.2500
0.8472	-0.2800
0.8500	-0.3000
0.8528	-0.3250
0.8556	-0.3700
0.8583	-0.4000
0.8611	-0.4300
0.8639	-0.4500
0.8667	-0.4850
0.8694	-0.4950
0.8722	-0.4950
0.8750	-0.5250
0.8778	-0.4900
0.8806	-0.5100
0.8833	-0.5000
0.8861	-0.5150
0.8889	-0.5150
0.8917	-0.5500
0.8944	-0.5450
0.8972	-0.5550
0.9000	-0.5700
0.9028	-0.5600
0.9056	-0.5650
0.9083	-0.5650
0.9111	-0.5450
0.9139	-0.5500
0.9167	-0.5450
0.9194	-0.5450
0.9222	-0.5450
0.9250	-0.5500
0.9278	-0.5700
0.9306	-0.5750
0.9333	-0.5700
0.9361	-0.5800
0.9389	-0.5750
0.9417	-0.5700
0.9444	-0.5650
0.9472	-0.5400
0.9500	-0.5250
0.9528	-0.5250
0.9556	-0.5300
0.9583	-0.5200
0.9611	-0.5550
0.9639	-0.5550
0.9667	-0.5550
0.9694	-0.5500
0.9722	-0.5500
0.9750	-0.5350
0.9778	-0.5300
0.9806	-0.5300
0.9833	-0.5050
0.9861	-0.5050
0.9889	-0.5200
0.9917	-0.5100
0.9944	-0.5300
0.9972	-0.5300
1.0000	-0.5450
1.0028	-0.5500
1.0056	-0.5600
1.0083	-0.5300
1.0111	-0.5350
1.0139	-0.5250
1.0167	-0.5250
1.0194	-0.5350
1.0222	-0.5250
1.0250	-0.5250
1.0278	-0.5450
1.0306	-0.5500
1.0333	-0.5600
1.0361	-0.5950
1.0389	-0.5800
1.0417	-0.5800
1.0444	-0.5700
1.0472	-0.5550
1.0500	-0.5500
1.0528	-0.5550
1.0556	-0.5550
1.0583	-0.5750
1.0611	-0.5950
1.0639	-0.6000
1.0667	-0.6200
1.0694	-0.6250
1.0722	-0.6100
1.0750	-0.6050
1.0778	-0.5950
1.0806	-0.5800
1.0833	-0.5900
1.0861	-0.5650
1.0889	-0.5850
1.0917	-0.6000
1.0944	-0.6050
1.0972	-0.6100
1.1000	-0.6100
1.1028	-0.6200
1.1056	-0.6250
1.1083	-0.6050
1.1111	-0.6100
1.1139	-0.6050
1.1167	-0.5900
1.1194	-0.5900
1.1222	-0.5950
1.1250	-0.5950
1.1278	-0.6150
1.1306	-0.6150
1.1333	-0.6200
1.1361	-0.6150
1.1389	-0.6400
1.1417	-0.6200
1.1444	-0.6000
1.1472	-0.6050
1.1500	-0.5900
1.1528	-0.6000
1.1556	-0.6000
1.1583	-0.6000
1.1611	-0.6200
1.1639	-0.6250
1.1667	-0.6400
1.1694	-0.6200
1.1722	-0.6200
1.1750	-0.6150
1.1778	-0.5900
1.1806	-0.6150
1.1833	-0.5900
1.1861	-0.5800
1.1889	-0.5850
1.1917	-0.6050
1.1944	-0.6250
1.1972	-0.6200
1.2000	-0.6500
1.2028	-0.6500
1.2056	-0.6300
1.2083	-0.6350
1.2111	-0.6200
1.2139	-0.6150
1.2167	-0.6100
1.2194	-0.6150
1.2222	-0.6200
1.2250	-0.6350
1.2278	-0.6350
1.2306	-0.6400
1.2333	-0.6400
1.2361	-0.6750
1.2389	-0.6600
1.2417	-0.6650
1.2444	-0.6500
1.2472	-0.6350
1.2500	-0.6300
1.2528	-0.6350
1.2556	-0.6250
1.2583	-0.6350
1.2611	-0.6450
1.2639	-0.6550
1.2667	-0.6700
1.2694	-0.6650
1.2722	-0.6650
1.2750	-0.6650
1.2778	-0.6450
1.2806	-0.6450
1.2833	-0.6350
1.2861	-0.6200
1.2889	-0.6200
1.2917	-0.6350
1.2944	-0.6200
1.2972	-0.6200
1.3000	-0.6200
1.3028	-0.6200
1.3056	-0.6350
1.3083	-0.6250
1.3111	-0.6050
1.3139	-0.5900
1.3167	-0.5850
1.3194	-0.5800
1.3222	-0.5900
1.3250	-0.5950
1.3278	-0.6150
1.3306	-0.6150
1.3333	-0.6150
1.3361	-0.6200
1.3389	-0.6200
1.3417	-0.6450
1.3444	-0.6100
1.3472	-0.6100
1.3500	-0.5950
1.3528	-0.5850
1.3556	-0.6000
1.3583	-0.6100
1.3611	-0.6150
1.3639	-0.6200
1.3667	-0.6300
1.3694	-0.6400
1.3722	-0.6250
1.3750	-0.6450
1.3778	-0.6050
1.3806	-0.6050
1.3833	-0.5900
1.3861	-0.6050
1.3889	-0.6050
1.3917	-0.6100
1.3944	-0.6150
1.3972	-0.6250
1.4000	-0.6400
1.4028	-0.6400
1.4056	-0.6150
1.4083	-0.6200
1.4111	-0.6100
1.4139	-0.6050
1.4167	-0.6000
1.4194	-0.5950
1.4222	-0.6000
1.4250	-0.6150
1.4278	-0.6300
1.4306	-0.6250
1.4333	-0.6350
1.4361	-0.6350
1.4389	-0.6300
1.4417	-0.6200
1.4444	-0.6250
1.4472	-0.6150
1.4500	-0.6000
1.4528	-0.5950
1.4556	-0.6050
1.4583	-0.6050
1.4611	-0.6150
1.4639	-0.6050
1.4667	-0.6050
1.4694	-0.5950
1.4722	-0.5900
1.4750	-0.5700
1.4778	-0.5550
1.4806	-0.5250
1.4833	-0.5050
1.4861	-0.4900
1.4889	-0.4650
1.4917	-0.4650
1.4944	-0.4500
1.4972	-0.4450
1.5000	-0.4700
1.5028	-0.4800
1.5056	-0.4750
1.5083	-0.4700
1.5111	-0.4800
1.5139	-0.4600
1.5167	-0.4600
1.5194	-0.4650
1.5222	-0.5050
1.5250	-0.5150
1.5278	-0.5250
1.5306	-0.5650
1.5333	-0.5850
1.5361	-0.6200
1.5389	-0.6150
1.5417	-0.6350
1.5444	-0.6150
1.5472	-0.6200
1.5500	-0.6200
1.5528	-0.6100
1.5556	-0.6250
1.5583	-0.6200
1.5611	-0.6500
1.5639	-0.6450
1.5667	-0.6700
1.5694	-0.6700
1.5722	-0.6800
1.5750	-0.6600
1.5778	-0.6750
1.5806	-0.6450
1.5833	-0.6350
1.5861	-0.6500
1.5889	-0.6250
1.5917	-0.6400
1.5944	-0.6300
1.5972	-0.6350
1.6000	-0.6550
1.6028	-0.6600
1.6056	-0.6600
1.6083	-0.6400
1.6111	-0.6350
1.6139	-0.6350
1.6167	-0.6350
1.6194	-0.6100
1.6222	-0.5800
1.6250	-0.4950
1.6278	-0.3800
1.6306	-0.2000
1.6333	0.0350
1.6361	0.2800
1.6389	0.5500
1.6417	0.8000
1.6444	0.9750
1.6472	1.0600
1.6500	1.0050
1.6528	0.8200
1.6556	0.5100
1.6583	0.1050
1.6611	-0.3100
1.6639	-0.6600
1.6667	-0.8950
1.6694	-0.9750
1.6722	-0.9400
1.6750	-0.8400
1.6778	-0.7450
1.6806	-0.6900
1.6833	-0.6200
1.6861	-0.6150
1.6889	-0.6100
1.6917	-0.6050
1.6944	-0.5950
1.6972	-0.5900
1.7000	-0.5850
1.7028	-0.5900
1.7056	-0.6000
1.7083	-0.6050
1.7111	-0.5950
1.7139	-0.5750
1.7167	-0.5800
1.7194	-0.5650
1.7222	-0.5850
1.7250	-0.5600
1.7278	-0.5850
1.7306	-0.5750
1.7333	-0.5900
1.7361	-0.5850
1.7389	-0.5700
1.7417	-0.5900
1.7444	-0.5650
1.7472	-0.5700
1.7500	-0.5400
1.7528	-0.5450
1.7556	-0.5400
1.7583	-0.5550
1.7611	-0.5650
1.7639	-0.5650
1.7667	-0.5650
1.7694	-0.5700
1.7722	-0.5550
1.7750	-0.5350
1.7778	-0.5350
1.7806	-0.5200
1.7833	-0.5200
1.7861	-0.4950
1.7889	-0.5150
1.7917	-0.5050
1.7944	-0.5000
1.7972	-0.5350
1.8000	-0.5300
1.8028	-0.5350
1.8056	-0.4900
1.8083	-0.4950
1.8111	-0.4700
1.8139	-0.4700
1.8167	-0.4750
1.8194	-0.4600
1.8222	-0.4550
1.8250	-0.4550
1.8278	-0.4500
1.8306	-0.4700
1.8333	-0.4700
1.8361	-0.4500
1.8389	-0.4600
1.8417	-0.4400
1.8444	-0.4150
1.8472	-0.3950
1.8500	-0.3750
1.8528	-0.3650
1.8556	-0.3600
1.8583	-0.3650
1.8611	-0.3650
1.8639	-0.3550
1.8667	-0.3450
1.8694	-0.3300
1.8722	-0.3150
1.8750	-0.2950
1.8778	-0.2550
1.8806	-0.2250
1.8833	-0.2050
1.8861	-0.1800
1.8889	-0.1650
1.8917	-0.1550
1.8944	-0.1400
1.8972	-0.1300
1.9000	-0.1200
1.9028	-0.1050
1.9056	-0.0850
1.9083	-0.0750
1.9111	-0.0350
1.9139	-0.0250
1.9167	-0.0050
1.9194	0.0100
1.9222	0.0300
1.9250	0.0150
1.9278	0.0150
1.9306	0.0200
1.9333	0.0050
1.9361	0.0150
1.9389	0.0100
1.9417	0.0150
1.9444	0.0350
1.9472	0.0350
1.9500	0.0550
1.9528	0.0300
1.9556	0.0000
1.9583	-0.0150
1.9611	-0.0500
1.9639	-0.0750
1.9667	-0.1150
1.9694	-0.1450
1.9722	-0.1800
1.9750	-0.1950
1.9778	-0.2300
1.9806	-0.2450
1.9833	-0.2800
1.9861	-0.3150
1.9889	-0.3400
1.9917	-0.3850
1.9944	-0.4250
1.9972	-0.4550
2.0000	-0.4750
2.0028	-0.5150
2.0056	-0.5500
2.0083	-0.5700
2.0111	-0.5600
2.0139	-0.5950
2.0167	-0.6000
2.0194	-0.5900
2.0222	-0.6250
2.0250	-0.6400
2.0278	-0.6600
2.0306	-0.6750
2.0333	-0.7100
2.0361	-0.7050
2.0389	-0.6950
2.0417	-0.7100
2.0444	-0.6900
2.0472	-0.6850
2.0500	-0.6850
2.0528	-0.6850
2.0556	-0.6950
2.0583	-0.7050
2.0611	-0.7150
2.0639	-0.7100
2.0667	-0.7250
2.0694	-0.7400
2.0722	-0.7200
2.0750	-0.7150
2.0778	-0.6900
2.0806	-0.7000
2.0833	-0.6900
2.0861	-0.6700
2.0889	-0.6950
2.0917	-0.6900
2.0944	-0.6900
2.0972	-0.6950
2.1000	-0.6850
2.1028	-0.6950
2.1056	-0.7000
2.1083	-0.6950
2.1111	-0.6850
2.1139	-0.6650
2.1167	-0.6550
2.1194	-0.6600
2.1222	-0.6650
2.1250	-0.6600
